command_vx,command_vy,command_wz,policy_command_vx,policy_command_vy,policy_command_wz,measured_vx,measured_vy,measured_wz,error_vx,error_vy,error_wz,min_height_m,mean_height_m,max_tilt_deg,hip_outward_mean_deg,hip_outward_max_deg,action_delta,action_delta2,foot_slip_m_s,foot_impact_mean_m_s,foot_impact_max_m_s,world_displacement_x_m,world_displacement_y_m,world_displacement_m,yaw_integral_measured_rad,yaw_integral_requested_rad,yaw_integral_bias_rad,self_collision_contact_steps,self_collision_sample_steps,self_collision_mean_pairs,self_collision_max_pairs,illegal_ground_contact_steps,illegal_ground_sample_steps,illegal_ground_mean_pairs,illegal_ground_max_pairs,candidate,candidate_path,command_index,duration_s,warmup_s,passes_absolute,passes_relative,passes_all,hip_outward_mean_fr_deg,hip_outward_mean_fl_deg,hip_outward_mean_rr_deg,hip_outward_mean_rl_deg,absolute_gates/vx,absolute_gates/vy,absolute_gates/wz,absolute_gates/height,absolute_gates/tilt,absolute_gates/not_fallen,absolute_gates/body_height_target,absolute_gates/self_collision,absolute_gates/illegal_ground_contact,absolute_gates/hip_outward,absolute_gates/standing_height,absolute_gates/standing_tilt,contact_duty_per_leg/fr,contact_duty_per_leg/fl,contact_duty_per_leg/rr,contact_duty_per_leg/rl,contact_transitions_per_leg/fr,contact_transitions_per_leg/fl,contact_transitions_per_leg/rr,contact_transitions_per_leg/rl,absolute_gates/pure_vx_decoupled,absolute_gates/gait_transitions,absolute_gates/pure_vy_decoupled,absolute_gates/pure_yaw_xy_drift,absolute_gates/pure_yaw_integral_bias_rate
-0.5,0.0,0.0,-0.5,0.0,0.0,-0.444,-0.03,-0.016,0.056,0.03,0.016,0.333,0.337,5.02,-6.3975,1.43,0.005887,0.011774,0.5395,0.4306,0.6735,-3.565,0.039,3.565213317601066,-0.127,0.0,-0.127,0,1600,0.0,0,0,1600,0.0,0,new14900,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14900,2,10.0,2.0,True,True,True,-7.29,-8.06,-6.81,-3.43,True,True,True,True,True,True,True,True,True,True,,,0.71,0.68,0.54,0.63,43,31,29,31,True,True,,,
0.0,0.3,0.0,0.0,0.3,0.0,0.025,0.249,-0.024,0.025,0.051,0.024,0.344,0.348,6.11,-6.762500000000001,7.26,0.003641,0.007282,0.263,0.2452,0.5002,0.459,1.941,1.9945330280544367,-0.188,0.0,-0.188,0,1600,0.0,0,0,1600,0.0,0,new14900,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14900,3,10.0,2.0,True,True,True,-6.67,-10.71,-7.35,-2.32,True,True,True,True,True,True,True,True,True,True,,,0.7,0.77,0.68,0.54,45,22,22,25,,True,True,,
0.0,-0.3,0.0,0.0,-0.3,0.0,0.037,-0.288,0.023,0.037,0.012,0.023,0.35,0.356,5.13,-7.340000000000001,6.55,0.003804,0.007608,0.3174,0.3704,0.6394,0.631,-2.232,2.319479467466785,0.185,0.0,0.185,0,1600,0.0,0,0,1600,0.0,0,new14900,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14900,4,10.0,2.0,False,True,False,-8.85,-10.71,-5.27,-4.53,True,True,True,True,True,True,False,True,True,True,,,0.68,0.63,0.59,0.59,24,24,26,30,,True,True,,
0.0,0.0,0.5,0.0,0.0,0.5,0.019,0.004,0.447,0.019,0.004,0.053,0.334,0.347,6.22,-7.089999999999999,19.26,0.001816,0.003633,0.0693,0.0457,0.4721,-0.052,0.041,0.06621933252457321,3.577,3.998,-0.42,0,1600,0.0,0,0,1600,0.0,0,new14900,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14900,5,10.0,2.0,False,True,False,-5.29,-16.65,-11.22,4.8,True,True,True,True,True,True,True,True,True,True,,,0.79,0.96,0.73,0.84,17,60,47,62,,True,,True,False
0.0,0.0,-0.5,0.0,0.0,-0.5,0.008,-0.011,-0.377,0.008,0.011,0.123,0.338,0.35,6.77,-8.9475,6.01,0.001475,0.00295,0.0608,0.0446,0.4811,-0.039,-0.008,0.03981205847478877,-3.015,-3.998,0.982,0,1600,0.0,0,0,1600,0.0,0,new14900,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14900,6,10.0,2.0,False,True,False,-15.79,-5.7,-3.96,-10.34,True,True,False,True,True,True,True,True,True,True,,,0.91,0.82,0.69,0.92,40,44,74,45,,True,,True,False
0.5,0.2,0.4,0.5,0.2,0.4,0.51,0.12,0.426,0.01,0.08,0.026,0.358,0.365,4.86,-7.735,-0.77,0.008936,0.017871,0.6462,0.5833,1.2141,-2.22,1.035,2.4494131950326388,3.408,3.198,0.21,0,1600,0.0,0,0,1600,0.0,0,new14900,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14900,7,10.0,2.0,False,True,False,-11.46,-6.55,-6.36,-6.57,True,False,True,True,True,True,False,True,True,True,,,0.76,0.41,0.54,0.58,29,29,41,29,,True,,,
-0.5,-0.2,-0.4,-0.5,-0.2,-0.4,-0.454,-0.203,-0.36,0.046,0.003,0.04,0.337,0.341,6.16,-6.765000000000001,2.55,0.006958,0.013916,0.5797,0.4685,0.7193,0.468,2.694,2.734348185582809,-2.88,-3.198,0.318,0,1600,0.0,0,0,1600,0.0,0,new14900,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14900,8,10.0,2.0,True,True,True,-9.22,-7.99,-6.3,-3.55,True,True,True,True,True,True,True,True,True,True,,,0.65,0.65,0.56,0.64,42,40,40,32,,True,,,
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.003,0.011,0.0,0.003,0.011,0.321,0.33,5.57,-1.4449999999999998,9.35,0.000436,0.000872,0.01,0.0105,0.103,0.001,-0.024,0.024020824298928628,0.086,0.0,0.086,0,1600,0.0,0,0,1600,0.0,0,new14999,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14999,0,10.0,2.0,False,True,False,6.18,-3.46,-9.87,1.37,True,True,True,True,True,True,True,True,True,True,True,False,1.0,1.0,1.0,0.99,0,0,6,24,,,,,
0.5,0.0,0.0,0.5,0.0,0.0,0.501,-0.017,0.061,0.001,0.017,0.061,0.361,0.366,1.58,-8.7,-1.3,0.0073,0.014601,0.5944,0.4069,1.1391,3.841,1.018,3.973613594701931,0.489,0.0,0.489,0,1600,0.0,0,0,1600,0.0,0,new14999,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14999,1,10.0,2.0,False,True,False,-8.95,-4.85,-12.35,-8.65,True,True,True,True,True,True,False,True,True,True,,,0.75,0.68,0.57,0.57,32,70,31,31,False,True,,,
-0.5,0.0,0.0,-0.5,0.0,0.0,-0.456,-0.034,0.003,0.044,0.034,0.003,0.333,0.336,4.91,-6.75,1.34,0.005274,0.010548,0.5502,0.3729,0.5329,-3.641,-0.404,3.66334505609286,0.023,0.0,0.023,0,1600,0.0,0,0,1600,0.0,0,new14999,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14999,2,10.0,2.0,True,True,True,-7.89,-8.66,-6.53,-3.92,True,True,True,True,True,True,True,True,True,True,,,0.68,0.69,0.6,0.62,33,32,30,52,True,True,,,
0.0,0.3,0.0,0.0,0.3,0.0,0.027,0.26,0.002,0.027,0.04,0.002,0.347,0.351,6.02,-7.315,7.13,0.003524,0.007049,0.2735,0.2455,0.5005,0.183,2.08,2.088034721933522,0.017,0.0,0.017,0,1600,0.0,0,0,1600,0.0,0,new14999,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14999,3,10.0,2.0,True,True,True,-8.12,-10.81,-7.28,-3.05,True,True,True,True,True,True,True,True,True,True,,,0.61,0.8,0.72,0.54,44,26,22,28,,True,True,,
0.0,-0.3,0.0,0.0,-0.3,0.0,0.043,-0.27,0.065,0.043,0.03,0.065,0.35,0.353,4.3,-6.7475,6.07,0.004022,0.008044,0.2921,0.1516,0.6541,1.092,-1.865,2.161177688206132,0.522,0.0,0.522,0,1600,0.0,0,0,1600,0.0,0,new14999,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14999,4,10.0,2.0,False,True,False,-9.78,-6.27,-4.71,-6.23,True,True,True,True,True,True,False,True,True,True,,,0.78,0.77,0.55,0.67,24,152,28,24,,True,True,,
0.0,0.0,0.5,0.0,0.0,0.5,-0.007,0.001,0.492,0.007,0.001,0.008,0.32,0.345,8.38,-7.782500000000001,16.36,0.001966,0.003931,0.0802,0.0261,0.3497,-0.009,0.14,0.14028898745090437,3.933,3.998,-0.065,0,1600,0.0,0,0,1600,0.0,0,new14999,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14999,5,10.0,2.0,True,True,True,-1.34,-15.72,-15.85,1.78,True,True,True,True,True,True,True,True,True,True,,,0.85,0.93,0.88,0.83,32,108,155,44,,True,,True,True
0.0,0.0,-0.5,0.0,0.0,-0.5,0.009,0.006,-0.361,0.009,0.006,0.139,0.336,0.349,6.43,-9.535,8.05,0.001643,0.003285,0.0479,0.0374,0.3894,0.005,-0.115,0.11510864433221339,-2.889,-3.998,1.108,0,1600,0.0,0,0,1600,0.0,0,new14999,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14999,6,10.0,2.0,False,True,False,-18.48,-1.42,-3.38,-14.86,True,True,False,True,True,True,True,True,True,True,,,0.96,0.93,0.82,0.93,20,44,92,48,,True,,True,False
0.5,0.2,0.4,0.5,0.2,0.4,0.527,0.156,0.445,0.027,0.044,0.045,0.361,0.365,2.56,-8.33,0.77,0.007588,0.015176,0.6593,0.4542,1.1408,-2.339,0.644,2.4260373039176457,3.561,3.198,0.363,0,1600,0.0,0,0,1600,0.0,0,new14999,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14999,7,10.0,2.0,False,True,False,-10.41,-4.92,-10.75,-7.24,True,True,True,True,True,True,False,True,True,True,,,0.72,0.51,0.6,0.54,33,31,67,29,,True,,,
-0.5,-0.2,-0.4,-0.5,-0.2,-0.4,-0.459,-0.207,-0.346,0.041,0.007,0.054,0.337,0.341,5.96,-7.085,2.72,0.006472,0.012945,0.5865,0.3959,0.6505,0.243,2.845,2.8553588215844257,-2.766,-3.198,0.432,0,1600,0.0,0,0,1600,0.0,0,new14999,/tmp/himloco_terrain_refine_eval.WsuKvN/model_14999,8,10.0,2.0,True,True,True,-9.45,-7.88,-6.35,-4.66,True,True,True,True,True,True,True,True,True,True,,,0.65,0.67,0.59,0.64,29,56,30,29,,True,,,
