command_vx,command_vy,command_wz,policy_command_vx,policy_command_vy,policy_command_wz,measured_vx,measured_vy,measured_wz,error_vx,error_vy,error_wz,min_height_m,mean_height_m,max_tilt_deg,hip_outward_mean_deg,hip_outward_max_deg,action_delta,action_delta2,foot_slip_m_s,foot_impact_mean_m_s,foot_impact_max_m_s,world_displacement_x_m,world_displacement_y_m,world_displacement_m,yaw_integral_measured_rad,yaw_integral_requested_rad,yaw_integral_bias_rad,self_collision_contact_steps,self_collision_sample_steps,self_collision_mean_pairs,self_collision_max_pairs,illegal_ground_contact_steps,illegal_ground_sample_steps,illegal_ground_mean_pairs,illegal_ground_max_pairs,candidate,candidate_path,command_index,duration_s,warmup_s,passes_absolute,passes_relative,passes_all,hip_outward_mean_fr_deg,hip_outward_mean_fl_deg,hip_outward_mean_rr_deg,hip_outward_mean_rl_deg,absolute_gates/vx,absolute_gates/vy,absolute_gates/wz,absolute_gates/height,absolute_gates/tilt,absolute_gates/not_fallen,absolute_gates/body_height_target,absolute_gates/self_collision,absolute_gates/illegal_ground_contact,absolute_gates/hip_outward,absolute_gates/pure_vx_decoupled,absolute_gates/gait_transitions,contact_duty_per_leg/fr,contact_duty_per_leg/fl,contact_duty_per_leg/rr,contact_duty_per_leg/rl,contact_transitions_per_leg/fr,contact_transitions_per_leg/fl,contact_transitions_per_leg/rr,contact_transitions_per_leg/rl,absolute_gates/pure_vy_decoupled,absolute_gates/pure_yaw_xy_drift,absolute_gates/pure_yaw_integral_bias_rate
0.0,0.3,0.0,0.0,0.3,0.0,-0.002,0.143,-0.043,0.002,0.157,0.043,0.325,0.338,5.25,-6.6,8.09,0.003245,0.006491,0.1791,0.0689,1.2297,0.068,1.133,1.135038765857801,-0.342,0.0,-0.342,0,1600,0.0,0,171,1600,0.110625,2,m12000,/tmp/himloco_mujoco_eval2.o7gEd5/model_12000,2,10.0,2.0,False,True,False,-7.36,-8.29,-2.22,-8.53,True,False,True,True,True,True,True,True,False,True,,True,0.86,0.84,0.84,0.72,64,58,264,55,True,,
0.0,-0.3,0.0,0.0,-0.3,0.0,0.026,-0.156,0.006,0.026,0.144,0.006,0.323,0.342,7.02,-4.86,15.58,0.005327,0.010654,0.2265,0.1138,1.3203,0.262,-1.234,1.2615070352558482,0.05,0.0,0.05,0,1600,0.0,0,42,1600,0.026875,2,m12000,/tmp/himloco_mujoco_eval2.o7gEd5/model_12000,3,10.0,2.0,False,True,False,-10.58,-1.0,-4.56,-3.3,True,False,True,True,True,True,True,True,False,True,,True,0.8,0.84,0.57,0.83,40,187,65,76,True,,
0.0,0.0,0.5,0.0,0.0,0.5,-0.029,-0.025,0.485,0.029,0.025,0.015,0.304,0.327,12.97,-9.7175,14.73,0.003081,0.006163,0.082,0.0596,1.0872,0.119,0.047,0.12794530081249564,3.875,3.998,-0.123,0,1600,0.0,0,0,1600,0.0,0,m12000,/tmp/himloco_mujoco_eval2.o7gEd5/model_12000,4,10.0,2.0,False,True,False,-0.15,-16.05,-20.74,-1.93,True,True,True,True,False,True,True,True,True,True,,True,0.85,0.84,0.93,0.89,88,34,72,134,,True,True
0.0,0.0,-0.5,0.0,0.0,-0.5,-0.014,-0.003,-0.457,0.014,0.003,0.043,0.319,0.332,4.5,-10.857499999999998,9.21,0.002407,0.004814,0.0648,0.035,0.5991,0.134,0.074,0.15307514494521965,-3.656,-3.998,0.342,0,1600,0.0,0,0,1600,0.0,0,m12000,/tmp/himloco_mujoco_eval2.o7gEd5/model_12000,5,10.0,2.0,True,True,True,-18.77,-1.99,-1.52,-21.15,True,True,True,True,True,True,True,True,True,True,,True,0.97,0.88,0.85,0.93,56,152,102,36,,True,True
0.5,0.2,0.4,0.5,0.2,0.4,0.457,0.158,0.343,0.043,0.042,0.057,0.326,0.343,6.39,-7.159999999999999,7.52,0.010722,0.021444,0.5486,0.3996,1.9698,-2.074,1.862,2.7872064867892368,2.739,3.198,-0.459,0,1600,0.0,0,37,1600,0.023125,1,m12000,/tmp/himloco_mujoco_eval2.o7gEd5/model_12000,6,10.0,2.0,False,True,False,-12.79,-5.09,-6.42,-4.34,True,True,True,True,True,True,True,True,False,True,,True,0.69,0.58,0.67,0.71,33,35,97,39,,,
-0.5,-0.2,-0.4,-0.5,-0.2,-0.4,-0.424,-0.128,-0.418,0.076,0.072,0.018,0.301,0.327,6.49,-8.445,4.7,0.008797,0.017594,0.522,0.1191,2.1048,1.288,1.752,2.1744994826396256,-3.342,-3.198,-0.144,0,1600,0.0,0,153,1600,0.095625,1,m12000,/tmp/himloco_mujoco_eval2.o7gEd5/model_12000,7,10.0,2.0,False,True,False,-11.07,-8.65,-6.17,-7.89,True,False,True,True,True,True,True,True,False,True,,True,0.68,0.77,0.59,0.77,70,276,129,142,,,
0.5,0.0,0.0,0.5,0.0,0.0,0.473,0.026,-0.018,0.027,0.026,0.018,0.332,0.35,5.01,-8.16,1.94,0.010959,0.021917,0.5664,0.5906,1.9124,3.781,-0.126,3.7830988620441843,-0.143,0.0,-0.143,0,1600,0.0,0,5,1600,0.003125,1,m14999,/tmp/himloco_mujoco_eval2.o7gEd5/model_14999,0,10.0,2.0,False,True,False,-12.75,-10.65,-6.13,-3.11,True,True,True,True,True,True,False,True,True,True,True,True,0.62,0.64,0.69,0.6,32,35,65,40,,,
-0.5,0.0,0.0,-0.5,0.0,0.0,-0.42,-0.015,0.0,0.08,0.015,0.0,0.3,0.318,6.48,-10.0725,1.04,0.00876,0.017521,0.5012,0.0961,1.6064,-3.353,-0.224,3.3604739249099973,0.002,0.0,0.002,0,1600,0.0,0,184,1600,0.116875,2,m14999,/tmp/himloco_mujoco_eval2.o7gEd5/model_14999,1,10.0,2.0,False,True,False,-14.47,-12.77,-8.26,-4.79,True,True,True,True,True,True,True,True,False,True,True,True,0.7,0.79,0.77,0.67,147,179,140,200,,,
0.0,0.3,0.0,0.0,0.3,0.0,-0.017,0.188,0.019,0.017,0.112,0.019,0.319,0.337,8.18,-8.48,14.44,0.004239,0.008478,0.2213,0.0684,0.9719,-0.207,1.491,1.505300634424898,0.15,0.0,0.15,0,1600,0.0,0,2,1600,0.00125,1,m14999,/tmp/himloco_mujoco_eval2.o7gEd5/model_14999,2,10.0,2.0,False,True,False,-8.81,-15.03,-0.62,-9.46,True,False,True,True,True,True,True,True,True,True,,True,0.81,0.79,0.82,0.78,57,90,343,27,True,,
0.0,-0.3,0.0,0.0,-0.3,0.0,0.023,-0.182,0.038,0.023,0.118,0.038,0.319,0.339,6.2,-6.4975,13.64,0.004028,0.008056,0.2247,0.0779,0.871,0.516,-1.371,1.4648880503301267,0.304,0.0,0.304,0,1600,0.0,0,0,1600,0.0,0,m14999,/tmp/himloco_mujoco_eval2.o7gEd5/model_14999,3,10.0,2.0,False,True,False,-12.07,-2.07,-8.76,-3.09,True,False,True,True,True,True,True,True,True,True,,True,0.8,0.86,0.7,0.78,56,183,47,154,True,,
0.0,0.0,0.5,0.0,0.0,0.5,-0.011,-0.001,0.471,0.011,0.001,0.029,0.305,0.322,6.96,-12.607500000000002,11.53,0.002748,0.005496,0.0691,0.0872,0.9696,0.048,0.002,0.048041648597857256,3.762,3.998,-0.236,0,1600,0.0,0,0,1600,0.0,0,m14999,/tmp/himloco_mujoco_eval2.o7gEd5/model_14999,4,10.0,2.0,True,True,True,-9.88,-18.54,-20.31,-1.7,True,True,True,True,True,True,True,True,True,True,,True,0.86,0.95,0.93,0.66,46,58,26,41,,True,True
0.0,0.0,-0.5,0.0,0.0,-0.5,-0.006,-0.014,-0.444,0.006,0.014,0.056,0.323,0.329,6.12,-10.432500000000001,7.26,0.002267,0.004533,0.056,0.0353,0.5802,-0.029,0.068,0.07392563831310489,-3.549,-3.998,0.449,0,1600,0.0,0,0,1600,0.0,0,m14999,/tmp/himloco_mujoco_eval2.o7gEd5/model_14999,5,10.0,2.0,False,True,False,-17.24,-3.55,-1.8,-19.14,True,True,True,True,True,True,True,True,True,True,,True,0.93,0.92,0.89,0.93,68,74,262,40,,True,False
0.5,0.2,0.4,0.5,0.2,0.4,0.474,0.19,0.384,0.026,0.01,0.016,0.325,0.347,6.28,-7.585000000000001,18.17,0.01304,0.026081,0.612,0.4019,1.7562,-2.439,1.255,2.7429447679455743,3.067,3.198,-0.131,0,1600,0.0,0,34,1600,0.021875,2,m14999,/tmp/himloco_mujoco_eval2.o7gEd5/model_14999,6,10.0,2.0,False,True,False,-15.1,-8.43,-4.85,-1.96,True,True,True,True,True,True,True,True,False,True,,True,0.67,0.53,0.67,0.62,29,61,144,43,,,
-0.5,-0.2,-0.4,-0.5,-0.2,-0.4,-0.444,-0.144,-0.4,0.056,0.056,0.0,0.307,0.325,9.11,-8.979999999999999,6.14,0.010946,0.021893,0.5511,0.1046,1.3141,1.096,2.041,2.3166564268358827,-3.199,-3.198,-0.001,0,1600,0.0,0,114,1600,0.075,2,m14999,/tmp/himloco_mujoco_eval2.o7gEd5/model_14999,7,10.0,2.0,False,True,False,-13.54,-10.25,-8.62,-3.51,True,True,True,True,True,True,True,True,False,True,,True,0.67,0.77,0.7,0.77,101,254,146,256,,,
